parentclass,subclass,caption,document name,field,Path
Graphs and Tables,Results,FIGURE 11- EVOLUTION DES VOLUMES D’HYDROCARBURES RECUPERES PAR PUITS,S0223-07-01 Rapport de suivi de la qualité des sols 2015-09-11.pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-07-01 Rapport de suivi de la qualité des sols 2015-09-11-Figure11-1.png
Graphs and Tables,Results,FIGURE 6- REPARTITION DES MOYENNES DE CHAQUE FRACTION HYDROCARBONEE PAR TRANCHE DE SOL,S0223-17-01 Rapport de suivi de la qualité des sols 2018-02-15.compresse....pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-17-01 Rapport de suivi de la qualité des sols 2018-02-15.compresse...-Figure6-1.png
Graphs and Tables,Results,Graphique 8 : Evolution des volumes de gaz extraits par aiguille,C-Rapport de redemarrage_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Results/C-Rapport de redemarrage_Flins_BC1BC2-Table8-1.png
Graphs and Tables,Results,l),D-Rapport juillet-septembreV1_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Results/D-Rapport juillet-septembreV1_Flins_BC1BC2-Table7-1.png
Graphs and Tables,Results,kg MS),26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01.pdf,Collonges-au-Mont-d'Or,/database/Graphs and Tables/Results/26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01-Table4-1.png
Graphs and Tables,Results,Figure 11: Répartition des HCT selon la profondeur de prélèvement,Présentation_des_résultats_diagnostic_V1_Annexes.pdf,Sibelin,/database/Graphs and Tables/Results/Présentation_des_résultats_diagnostic_V1_Annexes-Figure11-1.png
Graphs and Tables,Results,FIGURE 20 CONCENTRATIONS EN HCT C10-C40 PAR SONDAGE,S0223-03-01 Rapport d'installation du traitement global.pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-03-01 Rapport d'installation du traitement global-Figure20-1.png
Graphs and Tables,Results,2014,Dieulouard BURGEAPdimensionnementpilote.pdf,Dieulouard,/database/Graphs and Tables/Results/Dieulouard BURGEAPdimensionnementpilote-Table6-1.png
Graphs and Tables,Results,Tableau 20 - Répartition des concentrations en hydrocarbures (HCT C10-C40) sur la zone Thermip,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes.pdf,Chinon,/database/Graphs and Tables/Results/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes-Table20-1.png
Graphs and Tables,Results,Figure 7 – Evolution de la piézométrie et de l’épaisseur de « flottant » mesurée sur A-PZ19,26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01.pdf,Collonges-au-Mont-d'Or,/database/Graphs and Tables/Results/26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01-Figure7-1.png
Graphs and Tables,Results,Graphique 10 : Evolution des teneurs en Xylènes totaux dans les gaz du sol,C-Rapport de redemarrage_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Results/C-Rapport de redemarrage_Flins_BC1BC2-Table10-1.png
Graphs and Tables,Results,Figure 18: evolution of the ration of dissolved As over time,La Combe du Saut Phytostabilization_Hasselt_IRH.pdf,ADEME,/database/Graphs and Tables/Results/La Combe du Saut Phytostabilization_Hasselt_IRH-Figure18-1.png
Graphs and Tables,Results,Tableau 7 : Caractéristiques des ouvrages de pompage,26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01.pdf,Collonges-au-Mont-d'Or,/database/Graphs and Tables/Results/26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01-Table7-1.png
Graphs and Tables,Results,Tableau 16 : Taux d’abattement par maille et par tranche au terme du traitement par oxydation chimique complémentaire sur les 3 mailles récalcitrantes,PAR-RAP-14-12743B_Deploiement à grande échelle des traitements in-situ.pdf,S_Le Mans,/database/Graphs and Tables/Results/PAR-RAP-14-12743B_Deploiement à grande échelle des traitements in-situ-Table16-1.png
Graphs and Tables,Results,Tabl. 15 - Résultats campagne de prélèvement SERPOL 2015,Nantes plan de gestion R2V1.pdf,Nantes,/database/Graphs and Tables/Results/Nantes plan de gestion R2V1-Table15-1.png
Graphs and Tables,Results,Tableau 8 : Mesures hydrostatiques à l’occasion de la vidange des piézomètres PZ1 et PZ2,SolEnv_ADEME Dieulouard (54)_DOE vC_VF.pdf,Dieulouard,/database/Graphs and Tables/Results/SolEnv_ADEME Dieulouard (54)_DOE vC_VF-Table8-1.png
Graphs and Tables,Results,FIGURE 2- EVOLUTION DES CONCENTRATIONS EN HCT C10-C40 DANS LES SOLS PAR SONDAGES,S0223-17-01 Rapport de suivi de la qualité des sols 2018-02-15.compresse....pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-17-01 Rapport de suivi de la qualité des sols 2018-02-15.compresse...-Figure2-1.png
Graphs and Tables,Results,Tableau 14 : Données d’entrée utilisées pour le calcul du stock de phase piégé sur l’aquifère,Dieulouard BURGEAPdimensionnementpilote.pdf,Dieulouard,/database/Graphs and Tables/Results/Dieulouard BURGEAPdimensionnementpilote-Table14-1.png
Graphs and Tables,Results,"Figure 4.17. As content of Inula viscosa and Plantago lanceolata harvested in June 2005 on the untreated plot close to plot 2, with and without washing the plants with water.",La Combe du Saut Phytostabilization_Hasselt_IRH.pdf,ADEME,/database/Graphs and Tables/Results/La Combe du Saut Phytostabilization_Hasselt_IRH-Figure4.17-1.png
Graphs and Tables,Results,Figure 4 : Evolution de l’épaisseur du produit surnageant dans les piézomètres,SolEnv_ADEME Dieulouard (54)_DOE vC_VF.pdf,Dieulouard,/database/Graphs and Tables/Results/SolEnv_ADEME Dieulouard (54)_DOE vC_VF-Figure4-1.png
Graphs and Tables,Results,Tableau 7: Résultats d’analyses des tests de biodégradation,RESI MS 00926-02 - SNCF - Lyon Sibelin-v2.pdf,Sibelin,/database/Graphs and Tables/Results/RESI MS 00926-02 - SNCF - Lyon Sibelin-v2-Table7-1.png
Graphs and Tables,Results,,D-Rapport juillet-septembreV1_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Results/D-Rapport juillet-septembreV1_Flins_BC1BC2-Table1-1.png
Graphs and Tables,Results,,D-Rapport juillet-septembreV1_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Results/D-Rapport juillet-septembreV1_Flins_BC1BC2-Table3-1.png
Graphs and Tables,Results,Tableau 9 : Synthèse des volumes pompés et réinjectés sur la période,RAPPORT_7852-2_SERPOL_SNCF_NANTES_VA.pdf,Nantes,/database/Graphs and Tables/Results/RAPPORT_7852-2_SERPOL_SNCF_NANTES_VA-Table9-1.png
Graphs and Tables,Results,5,B-Rapport phases2&3-V3_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Results/B-Rapport phases2&3-V3_Flins_BC1BC2-Table11-1.png
Graphs and Tables,Results,Tableau XV : suivi des teneurs en COV - injection d'eau tempérée et effets rebonds,06 - SA15-104 Rapport Final lavage.pdf,Sotteville-lès-Rouen,/database/Graphs and Tables/Results/06 - SA15-104 Rapport Final lavage-TableXV-1.png
Graphs and Tables,Results,Tableau 15 : volumes de phase et volumes de sols associés,Dieulouard BURGEAPdimensionnementpilote.pdf,Dieulouard,/database/Graphs and Tables/Results/Dieulouard BURGEAPdimensionnementpilote-Table15-1.png
Graphs and Tables,Results,Tabl. 5 - Concentrations moyenne avant démarrage des travaux,Nantes plan de gestion R2V1.pdf,Nantes,/database/Graphs and Tables/Results/Nantes plan de gestion R2V1-Table5-1.png
Graphs and Tables,Results,FIGURE 2- EVOLUTION DES CONCENTRATIONS EN HCT C10-C40 DANS LES SOLS PAR SONDAGES,S0223-12-01 Rapport de suivi de la qualité des sols 2016-10-24.pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-12-01 Rapport de suivi de la qualité des sols 2016-10-24-Figure2-1.png
Graphs and Tables,Results,l),D-Rapport juillet-septembreV1_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Results/D-Rapport juillet-septembreV1_Flins_BC1BC2-Table5-1.png
Graphs and Tables,Results,Tableau 5 - Volume de NAPL mobile contenu dans les sols (campagne du 8 juin 2015),26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01.pdf,Collonges-au-Mont-d'Or,/database/Graphs and Tables/Results/26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01-Table5-1.png
Graphs and Tables,Results,kg MS),SolEnv_ADEME Dieulouard (54)_DOE vC_VF.pdf,Dieulouard,/database/Graphs and Tables/Results/SolEnv_ADEME Dieulouard (54)_DOE vC_VF-Table18-1.png
Graphs and Tables,Results,Tableau 22 - Répartition de la masse en hydrocarbures selon les teneurs mesurées sur la zone Bâches à fioul,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes.pdf,Chinon,/database/Graphs and Tables/Results/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes-Table22-1.png
Graphs and Tables,Results,Tableau 10 - Synthèse des niveaux d’eau (mesures du 8 juin 2017),P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes.pdf,Chinon,/database/Graphs and Tables/Results/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes-Table10-1.png
Graphs and Tables,Results,,PAR-RAP-14-12743B_Deploiement à grande échelle des traitements in-situ.pdf,,/database/Graphs and Tables/Results/PAR-RAP-14-12743B_Deploiement à grande échelle des traitements in-situ-Table8-1.png
Graphs and Tables,Results,FIGURE 20 EVOLUTION DE LA QUALITE DES EAUX EN ENTREE ET SORTIE DE STATION,S0223-01-01 Rapport d'installation du pilote.pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-01-01 Rapport d'installation du pilote-Figure20-1.png
Graphs and Tables,Results,kg MS,Diagenv- Dieulouard (54)-VF.pdf,Dieulouard,/database/Graphs and Tables/Results/Diagenv- Dieulouard (54)-VF-Table8-1.png
Graphs and Tables,Results,Tableau 5 : résultats d’analyses dans les eaux souterraines du canal usinier,Dieulouard BURGEAPdimensionnementpilote.pdf,Dieulouard,/database/Graphs and Tables/Results/Dieulouard BURGEAPdimensionnementpilote-Table5-1.png
Graphs and Tables,Results,l) des eaux souterraines prélevées au droit des zones allouées au traitement par lessivage chimique – Etat initial,PAR-RAP-14-12743B_Deploiement à grande échelle des traitements in-situ.pdf,S_Le Mans,/database/Graphs and Tables/Results/PAR-RAP-14-12743B_Deploiement à grande échelle des traitements in-situ-Table3-1.png
Graphs and Tables,Results,"Tableau 17 : Taux d’abattement des concentrations d’HCT, par tranche et au droit de la maille Z3-M4, suite au traitement par oxydation chimique complété par l’adjuvant",PAR-RAP-14-12743B_Deploiement à grande échelle des traitements in-situ.pdf,S_Le Mans,/database/Graphs and Tables/Results/PAR-RAP-14-12743B_Deploiement à grande échelle des traitements in-situ-Table17-1.png
Graphs and Tables,Results,,Diagenv- Dieulouard (54)-VF.pdf,Dieulouard,/database/Graphs and Tables/Results/Diagenv- Dieulouard (54)-VF-Table20-1.png
Graphs and Tables,Results,FIGURE 16 : EVOLUTION GRAPHIQUE DE LA PIEZOMETRIE ET DES EPAISSEURS DE FLOTTANT,rapport fin pilote V1.pdf,Grande-Synthe,/database/Graphs and Tables/Results/rapport fin pilote V1-Figure16-1.png
Graphs and Tables,Results,,B-Rapport phases2&3-V3_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Results/B-Rapport phases2&3-V3_Flins_BC1BC2-Table4-1.png
Graphs and Tables,Results,Tabl. 17 - Principaux résultats,Nantes plan de gestion R2V1.pdf,Nantes,/database/Graphs and Tables/Results/Nantes plan de gestion R2V1-Table17-1.png
Graphs and Tables,Results,FIGURE 4 RABATTEMENT SPECIFIQUE DU PUITS,S0223-01-01 Rapport d'installation du pilote.pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-01-01 Rapport d'installation du pilote-Figure4-1.png
Graphs and Tables,Results,,C-Rapport de redemarrage_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Results/C-Rapport de redemarrage_Flins_BC1BC2-Table4-1.png
Graphs and Tables,Results,Tableau 8 : Caractéristiques des nouveaux ouvrages de monitoring,26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01.pdf,Collonges-au-Mont-d'Or,/database/Graphs and Tables/Results/26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01-Table8-1.png
Graphs and Tables,Results,FIGURE 6 : GRAPHIQUES DE SUIVI DE LA PHYSICO-CHIMIE DE LA NAPPE DANS LE PIEZOMETRE A 7M,XP028-01-01- Rapport d'essai pilote.compressed.pdf,Grande-Synthe,/database/Graphs and Tables/Results/XP028-01-01- Rapport d'essai pilote.compressed-Figure6-1.png
Graphs and Tables,Results,Tableau 27 - Répartition de la masse en hydrocarbures dans les eaux souterraines,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes.pdf,Chinon,/database/Graphs and Tables/Results/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes-Table27-1.png
Graphs and Tables,Results,FIGURE 24 REPARTITION DES HYDROCARBURES RECUPERES SUR CHAQUE PUITS,S0223-03-01 Rapport d'installation du traitement global.pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-03-01 Rapport d'installation du traitement global-Figure24-1.png
Graphs and Tables,Results,Tabl. 16 - Résultats des essais pilotes et incidence sur l'offre SERPOL,Nantes plan de gestion R2V1.pdf,Nantes,/database/Graphs and Tables/Results/Nantes plan de gestion R2V1-Table16-1.png
Graphs and Tables,Results,l) des campagnes de prélèvement d’eau souterraine au droit des zones 4 et 5 en traitement par lessivage – Juillet 2012 à Novembre 2013,PAR-RAP-14-12743B_Deploiement à grande échelle des traitements in-situ.pdf,S_Le Mans,/database/Graphs and Tables/Results/PAR-RAP-14-12743B_Deploiement à grande échelle des traitements in-situ-Table11-1.png
Graphs and Tables,Results,"Tableau 9 : Répartition des échantillons par classe de concentration au droit des zones allouées au traitement par lessivage chimique, pour chaque campagne",PAR-RAP-14-12743B_Deploiement à grande échelle des traitements in-situ.pdf,S_Le Mans,/database/Graphs and Tables/Results/PAR-RAP-14-12743B_Deploiement à grande échelle des traitements in-situ-Table9-1.png
Graphs and Tables,Results,,D-Rapport juillet-septembreV1_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Results/D-Rapport juillet-septembreV1_Flins_BC1BC2-Table4-1.png
Graphs and Tables,Results,,B-Rapport phases2&3-V3_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Results/B-Rapport phases2&3-V3_Flins_BC1BC2-Table7-1.png
Graphs and Tables,Results,,PAR-RAP-14-12743B_Deploiement à grande échelle des traitements in-situ.pdf,,/database/Graphs and Tables/Results/PAR-RAP-14-12743B_Deploiement à grande échelle des traitements in-situ-Table10-1.png
Graphs and Tables,Results,w) (ND=not determined). Values followed by a different letter are statistically different from each other at the 95% level (Kruskall-Wallis test followed by multiple comparison procedure).,La Combe du Saut Phytostabilization_Hasselt_IRH.pdf,ADEME,/database/Graphs and Tables/Results/La Combe du Saut Phytostabilization_Hasselt_IRH-Table3.4-1.png
Graphs and Tables,Results,FIGURE 6- EVOLUTION DE LA CONCENTRATION EN HCT C10-C40 EN ENTREE ET SORTIE DE STATION,S0223-16-01 Note de suivi 2018-03.compressed.pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-16-01 Note de suivi 2018-03.compressed-Figure6-1.png
Graphs and Tables,Results,Tableau 1 : Résultats des analyses en laboratoire pour les sols,RAPPORT_7852-2_SERPOL_SNCF_NANTES_VA.pdf,Nantes,/database/Graphs and Tables/Results/RAPPORT_7852-2_SERPOL_SNCF_NANTES_VA-Table1-1.png
Graphs and Tables,Results,Tableau 11 : Calcul de l’efficacité du traitement en rabattement à débit fort en P3,26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01.pdf,Collonges-au-Mont-d'Or,/database/Graphs and Tables/Results/26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01-Table11-1.png
Graphs and Tables,Results,"Table 3.2. Soil characteristics of the soil samples collected at the 5 locations, selected for additional laboratory experiments and for the installation of field plots.",La Combe du Saut Phytostabilization_Hasselt_IRH.pdf,ADEME,/database/Graphs and Tables/Results/La Combe du Saut Phytostabilization_Hasselt_IRH-Table3.2-1.png
Graphs and Tables,Results,FIGURE 11- EVOLUTION DES VOLUMES D’HYDROCARBURES RECUPERES PAR PUITS,S0223-17-01 Rapport de suivi de la qualité des sols 2018-02-15.compresse....pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-17-01 Rapport de suivi de la qualité des sols 2018-02-15.compresse...-Figure11-1.png
Graphs and Tables,Results,Tableau 6: Résultats d’analyses d’état initial pour les échantillons composites,RESI MS 00926-02 - SNCF - Lyon Sibelin-v2.pdf,Sibelin,/database/Graphs and Tables/Results/RESI MS 00926-02 - SNCF - Lyon Sibelin-v2-Table6-1.png
Graphs and Tables,Results," ETAT FINAL, HORIZON (0-1M)",rapport fin pilote V1.pdf,Grande-Synthe,/database/Graphs and Tables/Results/rapport fin pilote V1-Figure10-1.png
Graphs and Tables,Results,Tableau 29 - Répartition de la masse d’hydrocarbures adsorbés dans les sols en équilibre avec le panache,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes.pdf,Chinon,/database/Graphs and Tables/Results/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes-Table29-1.png
Graphs and Tables,Results,Tableau 12 : Vérification de la conformité des rejets au réseau du Grand Lyon,26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01.pdf,Collonges-au-Mont-d'Or,/database/Graphs and Tables/Results/26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01-Table12-1.png
Graphs and Tables,Results,Tableau 9: Résultats d’analyses des tests d’oxydation,RESI MS 00923-01 - SNCF - Nantes.pdf,Nantes,/database/Graphs and Tables/Results/RESI MS 00923-01 - SNCF - Nantes-Table9-1.png
Graphs and Tables,Results,Tableau 12: Suivi de l’épaisseur de produit flottant sur PP durant le deuxième essai de pompage,SolEnv_ADEME Dieulouard (54)_DOE vC_VF.pdf,Dieulouard,/database/Graphs and Tables/Results/SolEnv_ADEME Dieulouard (54)_DOE vC_VF-Table12-1.png
Graphs and Tables,Results,"Tabl. 4 - Hypothèses de travail retenu pour la zone de battement de la nappe (3 à 4,8m)",Nantes plan de gestion R2V1.pdf,Nantes,/database/Graphs and Tables/Results/Nantes plan de gestion R2V1-Table4-1.png
Graphs and Tables,Results,,PAR-RAP-10-05168B URS Bilan pilotes Le Mans.pdf,Le Mans,/database/Graphs and Tables/Results/PAR-RAP-10-05168B URS Bilan pilotes Le Mans-Table3-1.png
Graphs and Tables,Results," ETAT FINAL, HORIZON (1-2M)",rapport fin pilote V1.pdf,Grande-Synthe,/database/Graphs and Tables/Results/rapport fin pilote V1-Figure11-1.png
Graphs and Tables,Results,,B-Rapport phases2&3-V3_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Results/B-Rapport phases2&3-V3_Flins_BC1BC2-Table8-1.png
Graphs and Tables,Results,,B-Rapport phases2&3-V3_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Results/B-Rapport phases2&3-V3_Flins_BC1BC2-Table10-1.png
Graphs and Tables,Results,Tableau 21 - Répartition verticale des concentrations en hydrocarbures (HCT C10-C40) sur la zone Thermip,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes.pdf,Chinon,/database/Graphs and Tables/Results/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes-Table21-1.png
Graphs and Tables,Results,FIGURE 15 : EVOLUTION DE LA PIEZOMETRIE ET DES EPAISSEURS DE FLOTTANT,rapport fin pilote V1.pdf,Grande-Synthe,/database/Graphs and Tables/Results/rapport fin pilote V1-Figure15-1.png
Graphs and Tables,Results,Fig. 3: Distribution of AHC-concentrations in phase and groundwater samples in spider chart.,Dieulouard BURGEAPdimensionnementpilote.pdf,Dieulouard,/database/Graphs and Tables/Results/Dieulouard BURGEAPdimensionnementpilote-Figure3-1.png
Graphs and Tables,Results,Tableau 4 Résultats d’analyse des eaux souterraines,URS PAR-RAP-10-03122B SNCF In-Situ Le Mans Diagno.pdf,Le Man Rapports finaux Le Mans,/database/Graphs and Tables/Results/URS PAR-RAP-10-03122B SNCF In-Situ Le Mans Diagno-Table4-1.png
Graphs and Tables,Results,Tableau 1: teneurs en HCT mesurées sur les sondages à 4 mètres,Présentation_des_résultats_diagnostic_V1_Annexes.pdf,Sibelin,/database/Graphs and Tables/Results/Présentation_des_résultats_diagnostic_V1_Annexes-Table1-1.png
Graphs and Tables,Results,Tableau 20 : Seuils de rejet dans le cadre de la loi sur l’eau,Dieulouard BURGEAPdimensionnementpilote.pdf,Dieulouard,/database/Graphs and Tables/Results/Dieulouard BURGEAPdimensionnementpilote-Table20-1.png
Graphs and Tables,Results,Figure 26 - Coupe Ouest-Est des impacts dans les milieux souterrains,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes.pdf,Chinon,/database/Graphs and Tables/Results/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes-Figure26-1.png
Graphs and Tables,Results,FIGURE 6 P IEZOMETRIE INITIALE AVANT DEMARRAGE DE L’ESSAI LONGUE DUREE,S0223-01-01 Rapport d'installation du pilote.pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-01-01 Rapport d'installation du pilote-Figure6-1.png
Graphs and Tables,Results,Tableau 26 - Répartition de la masse de flottant en fonction de la porosité,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes.pdf,Chinon,/database/Graphs and Tables/Results/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes-Table26-1.png
Graphs and Tables,Results,FIGURE 14 : EVOLUTION DES PARAMETRES DU TRAITEMENTS DEPUIS LE DEMARRAGE DU PILOTE,rapport fin pilote V1.pdf,Grande-Synthe,/database/Graphs and Tables/Results/rapport fin pilote V1-Figure14-1.png
Graphs and Tables,Results,Tableau 23 - Répartition des concentrations en naphtalène sur la zone Thermip,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes.pdf,Chinon,/database/Graphs and Tables/Results/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-ss-annexes-Table23-1.png
Graphs and Tables,Results,Tableau 1: Observations et mesures in-situ des gaz du sol,RESI MS 00926-02 - SNCF - Lyon Sibelin-v2.pdf,Sibelin,/database/Graphs and Tables/Results/RESI MS 00926-02 - SNCF - Lyon Sibelin-v2-Table1-1.png
Graphs and Tables,Results,Tableau 3 : Analyses chimiques des sols utilisés pour les tests d’oxydation chimique.,PAR-RAP-11-07679B Caractérisation complémentaire - Gde Synthe.pdf,Grande-Synthe,/database/Graphs and Tables/Results/PAR-RAP-11-07679B Caractérisation complémentaire - Gde Synthe-Table3-1.png
Graphs and Tables,Results,Tableau 4 : Mesures hydrostatiques dans les tranchées et les ouvrages adjacents,SolEnv_ADEME Dieulouard (54)_DOE vC_VF.pdf,Dieulouard,/database/Graphs and Tables/Results/SolEnv_ADEME Dieulouard (54)_DOE vC_VF-Table4-1.png
Graphs and Tables,Results,Figure 5 - Profil vertical des concentrations dans les sols,PNa1252-02 ACI diag Zone III.pdf,Le Mans,/database/Graphs and Tables/Results/PNa1252-02 ACI diag Zone III-Figure5-1.png
Graphs and Tables,Results,"MIP et comparaison avec les résultats d’analyse en laboratoire sur des échantillons de sols (de gauche à droite, température, ELCD, FID, MIP, conductivité électrique) - Source : BURGEAP",PNa1252-02 ACI diag Zone III.pdf,Le Mans,/database/Graphs and Tables/Results/PNa1252-02 ACI diag Zone III-Figure2-1.png
Graphs and Tables,Results,FIGURE 8 : GRAPHIQUES DE SUIVI DE LA QUALITE DES EAUX SOUTERRAINES ET DES GAZ DU SOL,XP028-01-01- Rapport d'essai pilote.compressed.pdf,Grande-Synthe,/database/Graphs and Tables/Results/XP028-01-01- Rapport d'essai pilote.compressed-Figure8-1.png
Graphs and Tables,Results,,D-Rapport juillet-septembreV1_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Results/D-Rapport juillet-septembreV1_Flins_BC1BC2-Table2-1.png
Graphs and Tables,Results,Tableau 14 : Suivi de la deuxième série d’essais d’épuisement sans rabattement de nappe,SolEnv_ADEME Dieulouard (54)_DOE vC_VF.pdf,Dieulouard,/database/Graphs and Tables/Results/SolEnv_ADEME Dieulouard (54)_DOE vC_VF-Table14-1.png
Graphs and Tables,Results,,Diagenv- Dieulouard (54)-VF.pdf,Dieulouard,/database/Graphs and Tables/Results/Diagenv- Dieulouard (54)-VF-Table18-1.png
Graphs and Tables,Results,FIGURE 5- EVOLUTION DES CONCENTRATIONS MOYENNES EN HCT C10-C40 PAR TRANCHES DE SOL SUR LA ZONE EST,S0223-17-01 Rapport de suivi de la qualité des sols 2018-02-15.compresse....pdf,Grande-Synthe,/database/Graphs and Tables/Results/S0223-17-01 Rapport de suivi de la qualité des sols 2018-02-15.compresse...-Figure5-1.png
Graphs and Tables,Results,FIGURE 20 : SUIVI DE LA QUALITE DES EAUX POMPEES,P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-Annexes.pdf,Chinon,/database/Graphs and Tables/Results/P16SSPET1048-Rapport_Chinon_AMI-A200-A210-A220-EDF-indB-BPO-Annexes-Figure20-1.png
Graphs and Tables,Results,,B-Rapport phases2&3-V3_Flins_BC1BC2.pdf,Flins,/database/Graphs and Tables/Results/B-Rapport phases2&3-V3_Flins_BC1BC2-Table2-1.png
Graphs and Tables,Results,Tableau 5 : Mesures hydrostatiques après vidanges initiales des tranchées,SolEnv_ADEME Dieulouard (54)_DOE vC_VF.pdf,Dieulouard,/database/Graphs and Tables/Results/SolEnv_ADEME Dieulouard (54)_DOE vC_VF-Table5-1.png
Graphs and Tables,Results,Tableau 2 - Répartitions moyennes des concentrations en hydrocarbures dans les différents compartiments du sol (les échantillons ne présentant pas de NAPL sont exclus),26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01.pdf,Collonges-au-Mont-d'Or,/database/Graphs and Tables/Results/26_05_2016_14_26_09_1031_RESICE05830-01_Collonges_AVP_v01-Table2-1.png
Maps,Permanent,,nan.pdf,,/database/Maps/Permanent/A88972_Annexes_PlanGestion_TRW_StJeanDeLaRuelle_vC-29 - Copy.png
Maps,Permanent,,nan.pdf,,/database/Maps/Permanent/A88972_Annexes_PlanGestion_TRW_StJeanDeLaRuelle_vC-22 - Copy.png
Maps,Permanent,Figure 1: Plan de maillage et implantation des sondages,SNCF Sibelin-Rapport_pilote_V1.pdf,Sibelin,/database/Maps/Permanent/SNCF Sibelin-Rapport_pilote_V1-Figure1-1.png
Maps,Permanent,FIGURE 2 : EMPLACEMENT DES OUVRAGES,XP028-01-01- Rapport d'essai pilote.compressed.pdf,Grande-Synthe,/database/Maps/Permanent/XP028-01-01- Rapport d'essai pilote.compressed-Figure2-1.png
Maps,Permanent,Figure 5 : Cartographie de répartition de la pollution,SolEnv_ADEME Dieulouard (54)_DOE vC_VF.pdf,Dieulouard,/database/Maps/Permanent/SolEnv_ADEME Dieulouard (54)_DOE vC_VF-Figure5-1.png
